tweet_preproc,sentiment
  rt jorgelanz sin dudar sciolipresidente thumbsup clappinghands penguin victoryhand oncomingpolicecar argentina,neu
  rt soychilecl comenzar el inédito segundo vuelta presidencial en argentina,pos
  rt lauritalonso gracias a el mil de president de mesa y fiscal q hoy ir a cuidar el voto de todo gracias elecciones2015 ele,pos
  7 voto de primo y sobrino para hoyvotomacri cambier,neu
  rt olanaranjac11 este domingo elegí el boleta celeste y blanca elegíargentín mejorscioli,neu
  bueno llego el día hoy ya él definir el destino de nuestro país esperar que votar con memoria yo voto a scioli presidente yo ir a dar paz,pos
  arrancar el histórico balotaje,neu
  listo macripresidente,neu
clarincom macri vasallo de eeuu = deuda= fondo monetario= ajustes= griés scioli ser bricso 82 a jubilado,neg
  popix14 ser casi como nuestro macri,neu
  rt supersecretario de el rua manifesto a quien votar mas q campania para meter miedo ser uno alivio para scioli y el kirchnerismo,pos
  flaviohdg poner foto de macri porque no yo dar vergüenza como scioli a tú por ese el gobernabilidad ser cambier hoyvotomacri,pos
  rt republicanomm el día de cambio haber llegar ir junto ir argentina cambier hoyvotomacri,neu
  rt elpayanes llegar el día 22n a votar por sciolipresidente mejorscioli,neu
  rt elpai argentino abrir a este hora el colegio para que 32 millón de elector votar en el elección presidencial,pos
  rt todonoticia decisión2015 para leer antes de votar qué boleta ser válir en este balotaje,neu
  rt mdzonline día histórico en el argentina el final de uno época por contegabriel balotajemdz,pos
hoy votar pensar en este hombre y para que no yo pasar a yo sciolipresidente nononononir el vil atacar a uno pobre,neg
  hoy él votar en argentina y solo él él hacer con todo su glamour ser el bella de zona norte jimegrandi aliciaproverar francaclau,pos
  gustavoforgionar el argentino tendro su revolucion francés en triunfo poder ver sangre en el calle sino ver el instante del hombre gris,neu
  2015ppt él suponer que fiscal de cambiemos llevar boletas,neu
  rt flormpp juevesintratable votoenblanco scioli y macri ser dos cara de uno mismo moneda,neg
  rt vladimirmb macri llega al ballotage como el favorito scioli como el retador ilusionado,pos
  rt lanataenel13 hoy argentino decir bastar a el atropello institucional al estado que perseguir a el corrupción y a el mentira viv,neg
  rt silvanagiudici gracias a el mil y mil de fiscal que cuidar nuestro voto y él comprometer con el cambio hoy ser el gran día e,pos
  rt brillapatito no ser magia ser uno país que desear gritar bastaya yovotoamacri yocambio súmate y ganer todo macripresidente,neg
  rt encuentrosg ya yo ir a fiscalizar a daniel scioli sciolipresidente mejorscioli,neu
  rt omaralicandanguir el argentino en japon ya votar gano scioli sera uno presagio de él que él venir ojala que si mejorsciolipresidir,pos
  rt ferbeg59 ya llegar el día y el día ser hoyyyy hoyvotomacri macripresidente,neu
  rt juliancolombo hoy ser rápido votar haber dos boleta cortita con dos camino uno que ir y otro que volver sciolipresidente victoryhandmediumdarkskintonir,pos
  rt mavica7 diego brancatelli también cambiar él quedar,neu
  buen día q raro uno domingo de elección en mi casa,pos
  rt abrahammateomus argentino a sólo 7día de nuestro encuentro en el stadiumlunapark ganas d volver él a sentir a mi lado smilingfacewithhearteyes nervio h,neg
mirar si ganar scioli aguanta,neg
  psuvgio81 via generalortega telesurtv edgardotlsur hoy argentino ir a cambiar y por,neu
  rt ciudadanoscs albertrivera este elección él ganar quien piense en españa y el español ilusiónnaranjo,pos
  si yo él pedir paulamela no sólo voto a scioli sino que hacer él que ser para que ganar,neg
  rt 2015ppt yo avisar que en lujan de cuyo y en ugarteche mendoza llegar el urna el boleta de scioli pero no el de macri hoyv,neu
  rt mdsnacion elecciones2015 enterate qué ser el cuarto oscuro accesible y para qué servir infodine,pos
  elección argentino 2015 en vivo mauricio macri alcalde de el ciudad de buenos aires liderar el encuesta,pos
  rt druidblogger macri no ser churchill ser macri pero en este momento ser él o yo transformar en venezuela después exijámosle más ah,neu
  rt drapignatar el líder de quebracho creer que estar todo dicho,neu
  hoy tú el empeza a sacar cfk en diciembre él el pón a macripresidente votoporcronico,neu
  economyred y a merkel su política él haber hacer ganar varios elección casi imposible convencer él de cambiarlas bcarrebravo,pos
  rt renatamruiz ir por el victoria ir scioli elecciones2015,neu
  balotaje 2015 51 031 tresarroyens habilitado,pos
rt misodio hoy él cumplir 45 mes de el tragedia de once antes de votar al fpv recordá cuál ser su patético postura,neg
  el regreso de argentina a el f1 no ser uno deseo ser uno posibilidad,pos
  rt robertovieu importante para votar llevar dni y memoria elecciones2015,pos
  rt trendinaliaar 6 cadena 7 recién del 15 8 hermoso 15 9 mico tu micaelisto tú amar 10 más de 32 20151122 08 18 art,pos
  rt gerardromero globeshowingamericas soccerball portada elclasico elclasicomeneo por argentina y uruguay,pos
  rt csandalucia albertrivera ya no bastar con ganar el elección ahora haber que gobernar para el mayoría ilusiónnaranjo,pos
  rt fabianpereyra91 excelente día para el democracia argentino hoy a fiscalizar en el primero ballottage de nuestro historia para que jun,pos
  rt tconnelson hoy yo voto macri,neu
  mariocati estar seguro entre todo hoy él lograr cambier,pos
  rt annedreux resistconaguant en el madrugada resistiendoconaguante sciolipresidente,neu
  rt arodriguezok faltar nada p disfrutar de uno victoria que ya empezar con uno triunfo el de haber dejar el piel porsciolipresidente,neg
  rt jogre8a tropachavista venezuela chavista apoyar a scioli argentinadecidir ganascioli mejorscioli tropaarg argentinadecidir avotarp,pos
  rt nicolucy26 ir argentino hoyvotomacri,pos
lanataenel13 reportar problema en mucho escuela del conurbano el robo de boleta de macri ser masivo en lugar como laferrerir y banfi neggabrielmoschini llegar a ganar scioli y el macrista él ir a querer cortar el chota en cambio si ganar macri no ser tanto el noticia negrt misodio hoy claudio villarruel tener que estar preso por robar él medio telefe pero no estar en twitter hacer él el pija y bancan negrt gabuleto ser pelotuda el de el campera de eeuu si macri ser uno chanta si representar ese solo mujer a todo él que él votar no no s negrt hectoryemmi hoy estar debatir reja si ganar scioli no ir preso y si ganar macri si negrt santosjorgeh el fiscal de cambiemo herido en el pcia de bs as en el matanza negmacripresidente delito electoral confeso art 139 inc g 1 a 3 año dejémoslir uno saludito a maviavila rt liliantintori cambier el odio por el amor el injusticia por el justicia el persecución por el perdón el violencia por el paz htt negrt quepasasalto balotaje abogado jujeño de el cámpora tuitear su foto con voto roto de macri,neg
  rt hernansarrate hoy en argentina ser uno día especial el final de uno ciclo con todo el energía a votar a disfrutar de el maravilla de el,pos
so is boludo o votastir a scioli,neg
  rt javiermelchiori ir a garantizarl uno ingreso a nuestro adulto mayor independientemente de su aporte macripresidente,neu
  rt prensacom el centro de votación para balotaje en argentina ya abrir 32 millón de elector deber optar entre mauricio macri,pos
  busqué actividad de google trends sobre el término scioli y macri en el último 7 día mi hipótesis ser que poder revelar int voto,neu
rt dislexicounsoy yo estar quejar xq tener que ir a votar a el vuelta d casa no poder votar x medio d dispar uno disparo scioli dos di,neg
  rt joshepbm yo no cambio el dignidad de uno país soberano y libre yobancoascioli mejorscioli sciolipresidente,neg
  rt agopkaragoz último encuesta previo a el elecciones2015 a quien ir a votar sciolipresidente o macripresidente,neu
  inés arrimada afirmar que ciudadano preparar nuevo elección en cataluña,neu
  tiempo de que el peronismo terminar con el que él él colgar de el pelota tiempo de limpiar a massa,neg
  rt bernardo98364 que desesperación agarrar muchacho que voto no haber,neg
  si ganar macri el revolucion de el alegria y el globo d color sero d rocca pagani y p supuesto del grupo pasquin pensabien,neu
  rt psoedeandalucia pacoreyesm ir a ganar el elección porque el español haber sufrir el consecuencia de el recorte del pp,neg
  vivo peron el fiscal de mesa con el comp celso castillo angel mara de villa costanera scioli pr urtubey isa,neu
  hoy cambiar argentino todo con macri yocambio yellowheart purpleheart blueheart greenheart redheart macripresidente collision collision collision hoyvotomacri redheart,pos
  rt lanacion proliferar el venta ilegal de animal silvestr en nuevo pompeya,neg
rt ricarf0rt yo enterar que el día de el elección no haber boleta mía yo dar asco este corrupto él creer que poder cagar al puebl,neg
  elecciones2015 qué decir danielscioli y mauriciomacri durante el campaña el poder de el gesto,neu
  rt elmundoam1070 comenzar el programación especial del balotaje2015 en elmundoam1070 escuchá a beniteskofu54 arieladoro y romialdar,neu
  mejorscioli ganoscioli sciolipresidente hoy el pueblo hablar,pos
  rt odrincon el victoria de macri yo acercar mas a uno seguro victoria el 6d parlamentaria en venezuela,neg
rt lanataenel13 reportar problema en mucho escuela del conurbano el robo de boleta de macri ser masivo en lugar como laferrerir y ba,neg
  rt infobae el look evitar de karina rabolini elecciones2015,neu
  rt 2015republica scioli en el basílica de luján vía lpo danielscioli ni el virgen tú salva del papelón hoyv,neu
  rt bettianaciel avisar que en lujan de cuyo y ugarteche mendoza llegar el urna con solo boleta de scioli y que no haber boleta d,neu
  rt todonoticia decisión2015 para leer antes de votar qué boleta ser válir en este balotaje,neu
  rt todonoticia más de 32 millón de persona votar en casi 95 mil mesa,neu
  rt mayoariel por más argentino que poder vacacionar pensá antes de elegir elegite a vos mejor scioli mejorscioli,pos
  fuerza argentino,pos
  rt biobio argentino elegir presidente entre uno peronista de centro y uno liberal de derecha en inédito balotaje,pos
rt cyngarciaradio no entregar el país a uno alianza neoliberal macri definir a su ministro de economía prat gay = megadevaluacion ht,neg
  rt bastanteraton scioli no estar ni para presidente de mesa,neg
  rt elpitazotv herediar advertencia de maduro sobre apagón revelar su plan para sabotear el elección,neu
  rt lasgallego ir atgenti yo por el patria sciolipresidente,neu
  yellowheart blueheart redheart vivalarevolucionbolivarián somoslosdechavez1x10 loca y donde quedar el asesinado x tu esposo,neg
  argentino elección el colegio elector argentino abrir para uno inédito segundo vuelta presidencial,pos
  igsmusiic lilimgonzalez silvia212ok jorimardel bosteracordoba peperinain ya ir x el cambiomacripresidente,neu
rt mariacorinaya hoy argentina elegir el futuro dejar atrás el miedo el confrontación populismo el mentira uno nuevo era comenzar en el re,neg
  rt lanataenel13 hoy argentino decir bastar a el atropello institucional al estado que perseguir a el corrupción y a el mentira viv,neg
  rt malavicha argentino ir que él poder argentino hoyvotomacri cambier envelopewitharrow,neu
  rt thebosch todo el que estar en contra del socialismo del siglo xxi somosmacri macripresidente yocambio,neu
  rt infobae el poder ejecutivo tener uno exceso de empleo de 90 000 persona por sticcodaniel,neu
  rt germanderar sciolipresidente porque no deberio llamarte el atencion si ganar scioli,pos
  rt fpvnacional sólo él pedir que recuerdir el sonido de ese helicóptero nestor kirchner sciolipresidente votofpv,neu
  rt marisafassi todo militar para que ganar scioli victoryhand redheart victoryhand mejorsciolipresidente,pos
  el cambio ser acá ser ahora ir junto yocambio con macripresidente cambier,neu
  scioli ganar en 19 provincia,pos
no querer otro marioneta en argentina facewithtearsofjoy,neg
  adiós al kirchnerismo scioli y macri él jugar hoy el destino de argentina,pos
  malcomgomez matiildaxd si pero no tener peronismo,neu
  arriba todo ser uno dia de sol a fiscalizar findeciklo despu de12 año él terminar el diktadura yocambio macripresidente,neu
  rt susyk10 tú acordá cacerolo vo so is nismar vo él procesastar mejorscioli ganascioli macriprocesado sciolipresidente,pos
  mauriciomacri radiomitre lanataenel13 pptoficial todonoticia clarincom desde egipto mi apoyo por el cambio,pos
  rt mathisal todo el pibito re manejar con el ballotage yo con 16 año ni empedo yo levantar temprano para ir a votar menos dejar uno s,neu
rt zurdacatastrofe fabdomar ser venezolano vivir en argentina desde hacer 9 año si ganar macri él encender uno luz de esperanza para,neg
  ya en el escuela 1 listar para bancar sciolipresidente,neu
  ultimátum de cristiano al club « o benítez o yo » y cuando haber elección florentino volver a ser presidente,neu
  presidir el mesa 419 sección 61 ramosmejiar mucho buen día a todo elecciones2015 esperar a el votante,pos
  rt yamilsantoro bastar acabar de denunciar a daniel scioli ante el cámara nacional electoral por violar de el veda electoral,neg
  rt danielscioli antes vo también tú esforzabas pero no teníar uno estado al lado mejorscioli,neu
  feliz amanecer para argentina ya el sol ir salir para el otro a cada cochino él llegar su domingo,pos
  psoedeandalucia ganar el 20d con 21 escaño tres más que el pp según el diariosevilla elección andalucir,pos
  elecciones2015 hoy votar el argentino esperar restaurar mi fe en este país,pos
rt juliaurbani scioli referenciame este liberastir el zona para q maten a mi hijojama tú ir a perdonar tú él dejar,neg
  cancilleriaarg a mi yo quedar mucho lejos el embajada de argentina aco en estados unidos como para ir y votar o o,pos
  c5n marufernandez guillermofavale supongo q hoy ir a decir realmente quien gano muchachos bajar el emisión y no decir boludez,pos
  rt titonenno él creés a mauriciomacri o ir a defender el proyecto político que construir mil de escuela sciolipresidente,pos
  hoy ir por cambiemo,neu
  vamoss scioli lpm,neg
rt mariacorinaya hoy argentina elegir el futuro dejar atrás el miedo el confrontación populismo el mentira uno nuevo era comenzar en el re,neg
  rt tigrealdia histórico balotaje el país elegir entre scioli danielscioli y macri mauriciomacri,neu
  rt sebakatz para ser campeón hoy haber que ganar cambier,pos
  buen día a todo el gente lindo de mi país buen comienzo hoy todo a votar con responsabilidad ir argentino ticket raisinghands,pos
  rt argentinahoyok encuestatwittera a quién vota en el ballotage preguntalir a tu amigo dar rt vía argentinahoyok,neu
  rt danielscioli gracia por el compromiso ir por el victoria mejorscioli,pos
  lanacion sacar randaso lis otro dar miedo,neg
  el fiscal del procesado no él presentar en el mesa que yo tocar ni en el de al lado estar todo en el callcenter sciolipresidente,neg
  rt telesurtv elecciones2015 si estar en argentina mándano foto para mostrar el ambiente electoral argentinadecidir,pos
  rt santosjorgeh si vivis en pcia bsa so is parte del 37 del padron nacional tu voto clave para el resultado del ballotage cambier,neu
  por mi que no ganar ninguno pero él él ir a llevar macri,neg
  raúl alfonsín padre de el democracia argentino vía elarcondeclio,pos
  rt puntanofederal misión cumplido borrado el fpv a urnazo limpio macripresidente,pos
  rt coculo scioli violó el veda chiquis el k firmar pacto con terrorista matar uno fiscal esconder muerto este ser 1 pavad,neg
  rt laupucar el esperanza ser imparable hoy cambier con macripresidente yocambio,pos
  rt cesarferri el prueba más contundente de el existencia del síndrome de estocolmo votar a macri,neu
  rt secha121 hoyvotomacri hoyvotomacri,neu
  hoy él votar cambiemos yovotoamacri macripresidente,neu
  rt teresitamadero scioliesseguridad ganascioli argentinadebate teremaderavotascioli niunameno no ser uno consigna ser uno compromiso,pos
  rt edbuscaglia pero el derrumbe de argentina ir hacia mexico o peor si no él regulafrenar a el que dar a político para disputar él h,neu
  rt leanrago no servir q vot en blanco o el del ajuste mejorscioli sciolipresidente elecciones2015 domingodeganarseguidor,neg
rt aliciaspicyvery fiscal del pro herido en lamatanza uno culatazo de arma de fuego en el cabeza por evitar uno fraude cambier,neg
  hoyvotomacri tené memorio acá estar el único ladrona no querés volver a el 90 macripresidente,neu
  rt inesarrimada mi entrevista para el confidencial si al final nacer uno alianza parlamentario entre mos y el cup nacer muerto,neu
  rt esperanzaguirrir para hablar de cambio en argentina tener que ganar mauriciomacri deber ser el fin del peronismo y el kirchnerismo ht,pos
  rt greyesg mañana con el llegada d macri comenzar el cambio en el continente libre d lacra ser el meta y él lograrer,neg
  hoy como nunca macripresidente hoyvotomacri,neu
  rt camaraelectoral si no votastir en el elección general del 25 de octubre pod votar en el segundo vuelta del 22 de noviembre,neu
  el periodista que él tocar el cola al holograma de macri él crreir profesional decir él uruguayo mordedor a suárez tampoco ser gracioso,neu
  rt cnnee rosendo fraga creer que tanto macri como scioli necesitar acuerdo para poder gobernar soyfdelrincon concluarg,neu
rt puntanofederal boco de urna 16hs mauricio macri 60 39 daniel scioli 28 26 voto en blanco 3 52 no saber voto oculto 2 74 no con,neg
  rt infobae ballotage macri llegar como el favorito scioli como el retador fabdomar elecciones2015,pos
rt mejormarco si todavía no ir a votar yo parecer q no tenés mucho para pensar él matar el k memoria elecciones2015,neg
yo matar que hablar en ingl en snapchat para el argentina vot hablen españold forross,neg
  rt santosjorgeh leo ser el fin del ciclo político más largo que haber conocer el argentina k yo preguntar con scioli zanini el cámpo,pos
  rt navarrojuguete no haber fiscal del fpv fin,neu
  rt liomuco tropa undiacomohoy 22nov1949 argentina perón publicar el decreta que universidad nacional de ese país ser gratuitas pa,pos
rt unoentrerio denunciar a cristina fernández y daniel scioli por violar el veda electoral gt,neg
  rt lanataenel13 hoy argentino decir bastar a el atropello institucional al estado que perseguir a el corrupción y a el mentira viv,neg
  re que ni voto haber para cambiemos fraudeli,neu
  yo llenar de felicidad saber que todo mi familia ir a votar a macri hoycambi,pos
  letadoc minunidad9 ladivinadiva argentino estar claro a mucho no él gustar macri pero tener que extirpar el cancer del kirshnerismo,neg
  elecciones2015 hoy ganar sciolipresidente ganapehuajo ganaargentina,neu
  rt benderargentino así él repartir el k guito de nuestro impuesto bastar de corrupto elecciones2015 mañanavotomacri lanochedeml ht ,neg
  rt lanataenel13 hoy argentino decir bastar a el atropello institucional al estado que perseguir a el corrupción y a el mentira viv,neg
  el pro decir que a nismar él poner nestor y él matar cristín pero proceso a macri que despuar él reivindicar too much,neg
  rt lanataenel13 hoy argentino decir bastar a el atropello institucional al estado que perseguir a el corrupción y a el mentira viv,neg
  rt gonziver como decir bracesco en mi mesa en ballester san martin no haber fiscal del fpv por ahora y estar por abrir el mesa en 10 m,pos
  rt telesurtv scioli llamar a evitar poner a argentina de rodilla ante el fmi argentinadebate,pos
  rt jparenaza comenzar el elección en chile y el argentino votar el balotaje2015 cambier,neu
rt lili2655 por dio tomer conciencia ser uno horror que fpv hacer ese con el indigena quitar él el dni y votar por él este deberio,neg
  intelectual del mundo respaldar a scioli y advertir que el neoliberalismo pretender convertir,neg
rattazzi y su selfie como fiscal de cambiemos en uno mesa de el matanza vío politicaclarin,neg
  rt infobae el sorprendente transformación de vidal elecciones2015,pos
  rt jorgekurr él más de 32 millón de argentino habilitado para votar en el histórico balotaje presidencial,pos
maxieguara balaenrique no yo gustar viale ahoraesta preguntar a 1 si macri ganar q factura él ir a pasar scioli a cristina,neg
  este cuenta adhiere a el reclamo que realizar el docente de todo el país por uno salario digno real y justo argentino educación,pos
rt diegobranco él caer el mentira de quien ganar en el red ir que él poder yovoteascioli prensascioli jovenesxscioli,neg
  quién estar peor que ayer video gt gt lt lt conciencia mejorscioli,neu
  rt lanataenel13 hoy argentino decir bastar a el atropello institucional al estado que perseguir a el corrupción y a el mentira viv,neg
  rt cimasilván por ese mejorscioli sciolipresidente,neu
  rt pacorell con todo hoy no aflojer el momento ser hoy ser ahora y ser acá el día d macripresidente yovotoamacri,neu
  balotaje argentino elegir daniel scioli o mauricio macri,pos
  rt valenciaobertar conoz el 19 candidatura electoral valenciano para el elección general del 20d tú él enseñar aquí htt,neu
  paciencia con el sucio hoycambi macripresidente,neg
  rt actualidadrt y haber abrir el colegio electoral en argentina,pos
  rt hectoryemmi dio q ansiedad hoy a el 18 hs él terminar uno periodo negro de el historia argentino,pos
  geopolytico jjolmedo uno docena de año de saqueo y destruccion de argentina que deber terminar ya,neg
  rt andergil argentina votar este domingo el intensidad del cambio de ciclo internacional el país móvil,pos
  rt marrsegura ir macri carajooo,neg
  rt lanataenel13 hoy argentino decir bastar a el atropello institucional al estado que perseguir a el corrupción y a el mentira viv,neg
  comenzar el segundo fase de el elección parlamentario en egipto el egipcio comenzar hoy a votar en el,neu
  el meta del montonero no ser ganar sino joder hoy tener uno alivio y salir a festejar,neg
  rt laupucar el esperanza ser imparable hoy cambier con macripresidente yocambio,pos
  elección 2015 el ballottage minuto a minuto,neu
  scioli el constructor de consenso y diálogo,neu
  rt mathisal todo el pibito re manejar con el ballotage yo con 16 año ni empedo yo levantar temprano para ir a votar menos dejar uno s,neu
  record que mamu elogiar a cavallo,pos
elecciones2015 denunciar a el presidente cfkargentín por violar el veda electoral,neg
  rt malonsocs este ser el imagen de el ilusiónnaranja con el que el 20d ciudadanoscs con albertrivera ganar el elección,pos
  rt c5n eleccion2015 facebook activar el botón ya voté y también permitir consultar el padrón,pos
  rt lanataenel13 hoy argentino decir bastar a el atropello institucional al estado que perseguir a el corrupción y a el mentira viv,neg
  rt c5n elección2015 ya él votar en varios sed diplomático en distinto ciudad del mundo,pos
  rt chicoacido estar 100 seguro que ganar pero estar más nervioso que el final con alemania hoyvotomacri yocambio macripresidente,neu
  argentinatequi1 no ser uno no él alivián y scioli no hacer nada mas q sembrar miedo y hablar de él malo q ir a hacer macri impresentable,pos
  rt lauritalonso gracias a el mil de president de mesa y fiscal q hoy ir a cuidar el voto de todo gracias elecciones2015 ele,pos
  para el próximo elección el código electoral deber tener uno artículo que el fiscal de mesa tener más de 9 diente,neu
  rt agenciatelam con acento francés y algo más el historia del sistema de balotaje o segundo vuelta,neu
  este elección estar re mear por mil ocho mil dinosaurio,neg
  rt todonoticia ahora en el tapa de arrancar el histórico balotaje,neu
  desagabriel1383 scioli apoyar uno modelo desarrollista el que apoyar uno modelo neoliberal y fracasado ser macri,pos
  rt ramirezdechile mañana argentino cambiar para uno futuro mejor macripresidente,pos
  cuanta ignorancio todo con scioli y macri y nadie él fijar que el mundo este para atra con él de siria,pos
  rt u24noticias balotaje2015 el nuevo presidente gobernar sin el congreso como escribanía,neu
  rt c5n elección2015 abrir el comicio en todo el país seguí el cobertura especial por c5n y,neu
  portada garantizar el común imparcialidad ante elección,pos
rt p0nja perla encontrado en elecciones2015 qué turro el padre de claudio no,neg
  rt horacio246 macri decir ser uno emergente de el crisis de 2001 crisis provocado por el política que su economista querer aplicar y,neg
  alguien él hacer cargo o quedar como uno negociado más,neu
  rt mariadimateo mejorscioli ganascioli viva peron carajo,neg
  saber que el ventana él poder abrir cambiar el aire depender de tú y así ser el vida cambiar y cambiar macripresidente,neu
  hoy cambiar argentino todo con macri yocambio yellowheart purpleheart blueheart greenheart redheart macripresidente collision collision collision hoyvotomacri redheart,pos
rt maxmojica electo macri presidente marcar fin de el etapa oscuro y corrupto del kirchnerismo en argentina que no volver,neg
  c5n buen dia a que hora pensar poner hoy el zocalo gano scioli por amplio mayoriajuaa,pos
  el pp ganar el elección a poco distancia del psoe y de ciudadano,neg
  rt feriglesia a votar a votar a votar cada voto contar cada fiscal valer él festejar a partir de el doce de el noche cambier,neu
  rt andreitagm001 hoyvotomacri cambier,neu
  marcosdipalma laburo en de levie y varios vez yo dar gana d darte uno abrazo por tu convicción y tu ideal yovotoascioli,pos
rt 06release el incapaz backhandindexpointingright scioli el muerto backhandindexpointingright kirchnerismo yovotomacri macripresidente,neg
  rt mimundomejor15 buendomingo macripresidente balotaje2015 hoyvotoamacri rt yocambio pensa tu voto hoy cambier decision2015 ht,neu
  rt isabelvp sciolipresidente por el patria por el movimiento por el pueblo por lealtad por convicción ser peronista,pos
haber que seguir el avalancha del cambio suramericano catiaquierecambio el6dsevotaxlamanito losbarrioscansado,neg
clarincom que yo ir a calentar a hora si yo violar durante doce año,neg
  acá estar nuevamente en el mesa elecciones2015 flexedbiceps,neu
rt luchobugallo ahora en el centro de atención al ciudadano de el red serfiscal recibir denuncia y reclar elecciones2015,neg
  ya él sientooooir hoy sciolipresidente ir a serr el resultadooo pq mejorscioli danielscioli rabolinikarín,neu
  pepero cotomatamoros1 saraconclar yo no haber decir que dimitar decir que salir a dar el cara admitar el error y convocar elección,neg
  este personaje q dejar en ruina a nuestro país él elegir a mm por qué ser mismo política yobancoascioli,neg
  hoy ir ser uno gran día porque argentinar despertar hoyvotomacri elecciones2015 macripresidente cambier vamosargentinacarajo,pos
  rt horacio246 macri decir ser uno emergente de el crisis de 2001 crisis provocado por el política que su economista querer aplicar y,neg
  rt drsaidmanros22 hoy cambiar argentino todo con macri yocambio yellowheart purpleheart blueheart greenheart redheart macripresidente collision collision collision hoyvotomacri redheart,pos
  rt tonicanto1 este elección él ganar quien piense en españa y no en el urna albertrivera,pos
  rt lanataenel13 hoy argentino decir bastar a el atropello institucional al estado que perseguir a el corrupción y a el mentira viv,neg
  rt claupaz25 hoyvotomacri el unico cambio cambier,neu
  rt elpayán de rodilla nunca más scioli presidente mejorscioli,neg
rt matilandolfi alperovich dar por perdido a scioli y él ser de vacación a miami tucumar otro prov devastado por el kirchnerismo,neg
rt horaciorlarreta si el boleta tener el número de lista cortado o el nombre del candidato tachado o borrado también ser válir ele,neg
  rt santosjorgeh él q no poder recuperar en el elección el 12 año perdido él q  poder recuperar en el elección el república el,neg
  rt lt10digital balotaje abrir el local de votación y comenzar el comicio que definir el próximo presidente de argentina,pos
  fiscalizar cuidar el voto de cambiemo mauriciopresidente mauriciomacri,neu
  primero balotaje argentinadecidir uno paso mas al fortalecimiento de nuestro democracia,pos
  breve historia del balotaje presidencial a hora de su debut en el urna vía minutounocom,neu
  rt connieansaldi no vot en blanco elegi tu presidente el d tdo hacelo x tu papas hermano hijo amigo él merecer q seas responsa,neg
rt jovenesxscioli meugeperez no querer volver a el viejo argentina yo tampoco yovoteascioli,neg
  rt arroyfer macri en nación vidal en provincia ir a ser uno país hermoso x ese hoyvotomacri,pos
  rt dayana1967 scioli en cierre de campaña defiendar su futuro que no yo volver a robar el esperanza,pos
  él debio haber caer en uno calumnia en el q jamas octubre 83 alfonsin vamo argentino,neu
  rt vivirsincfkyar noteolvid fotografíir el telegrama macripresidente,neu
  el mejor de el suerte al pueblo argentino en este eleccion que elegir el mejor opcion para su futuro tú amar argentino,pos
rt gracielaocana cfkargentina basta cristín todo descubrir tu mentira cambier,neg
  no parecer q soplen viento favorable para el izquierda d cara a el elección del 20d manelgbiel vía nuevatribún,neg
  rt angelyamil5 payaso1342 verproyecto germanderamo esterlinalanzi para nivelar hacia arriba yo voto scioli,neu
  rt rosariob11 desnutricion aalbino y m barriento trabajar en conjunto para combatir él mañana cambier,neu
  rt fabriciocerdar en democracia nuevamente elegir presidente mejorscioli sciolipresidente,pos
  rt psurtubi llegar el día el república estar contentar balotaje cambier,pos
  ir argentino cambier,pos
  rt carlbonifatti el que vivir con miedo nunca ser libre cambier,neu
rt weloveepyp este gente dar vergüenza usar el foto de eva peron en su lecho de muerte para hacer él campaña al corrupto este,neg
  rt julietpaez lali hoy recien llegada argentino laliespo,pos
  rt diariotalcual amigo del alma uno compinche preso el otro liso en argentina,neg
  rt infobae elecciones2015 envelopewitharrow dónde voto consultá dónde votás para el ballotage,neu
  el argentino escogen entre el fórmula del frente para el victoria con daniel scioli como candidato a,neu
  rt lanacion el grupo más temible hoy,neg
  rt infobae juan carlos pallarols el bastón presidencial ser de todo elecciones2015 danuferrerar,neu
  rt guidovaleri balotaje abrir el comicio hasta el 18 hs él elegir al próximo presidente seguí todo el elección por radiomitre e,pos
  ir argentino hoyvotomacri,neu
rt gabylevinas si ganar macri scioli no ir a poder seguir comprar estancia de 11764 hectár en lobería como el morocha d mario hirsch,neg
  rt maneriera arriba argentino ser hora de tumbar a cfkargentina y su secuaz y elegir uno futuro mejor cambier,neu
  rt edumaw2013 con alegría hoy el argentino ver asomar uno nuevo república en libertad con ética en paz con diálogo pluralidad y con,pos
  video en argentina todo estar listo para el primero balotaje de el historia laiguanatv,pos
  rt hanalfabeto duhalde decir que scioli ser el presidente ideal para el futuro del país sí también decir que estár condenado al,pos
  estar desde el 3 30 despierto dar vuelta cual pollo al spiedo ansiedad naaaaao hoy ir a llorar mucho ya él presentar cambier,neg
  rt jparenaza comenzar el elección en chile y el argentino votar el balotaje2015 cambier,neu
así que según el sra si ganar macri no ir a tener más derecho lamentable sra llámese al silencio de uno vez,neg
  quién estar peor que ayer video gt gt lt lt conciencia mejorscioli,neu
  rt infobae ampliar por uno amenaza de bomba ser desviar avión que ir de nueva york a estambul,neg
  rt tconnelson hoy yo voto macri,neu
  rt javiscripts elecciones2015 hoy voto a nismar no impunidad hoy voto justicia no subrogant hoy voto argentino no venezuela hoyvot,pos
  rt luiscesarriva salvajeunitario uno derrota de scioli mañana ser para venezuelar uno señal del cielo,neu
  rt elisacarrioarg escrir en su tweet scioli violo el veda dalir rt para difundir angryfacir,neg
  rt romylar hoy ser el día cambier macripresidente,neu
  rt cecigomezmirado soy1delos10votosdelpapa mañana elijo sciolipresidente,neu
  rt arroyfer macri en nación vidal en provincia ir a ser uno país hermoso x ese hoyvotomacri,pos
